Solicitação	Tipo Solicitação	Problema	Número OS BB	Bem	Item	Situação Equip.	Ag. SAG	Nome Local	LAT	Descrição Item	Número de Série	Cliente	Conta	Status	Data Abertura	Data Fechamento	Criticidade	SEMAT	Contrato	Data Resolução	Grupo	UF	
9520864	Manutenção Corretiva	Agencia está gerando falsos disparos na partição 5 zona 03.  		0068000206001	GRPE-900022	Contratado	0068.00	ARCOVERDE	TR-ARCOVERDE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	28/02/2023 09:10:01		S1		00206/2019	10/03/2023 13:35:00	REC	PE	
9520862	Manutenção Corretiva	1 - AGÊNCIA 12 - ARQUIVOS. Disparo recorrente de sensor sem causa aparente.		1710000206001	GRPE-900022	Contratado	1710.00	CAMOCIM DE SAO FELIX	TR-GRAVATA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	28/02/2023 09:09:49		S1		00206/2019	08/03/2023 17:00:00	REC	PE	
9520833	Manutenção Corretiva	EQUIPAMENTO NAO TRACIONA FOLHAS.N	20233802000003	7417183240775	EQPT-083633	Contratado	3802.00	TUPARETAMA	TR-CARNAIBA	T-10 SCANNER DE MESA AUTOMATICO DE DOCUMENTO AVISION AD215L		BANCO DO BRASIL S.A	00000000	Aberto	28/02/2023 08:42:12		22		00118/2021	02/03/2023 14:00:00	REC	PE	
9520811	Manutenção Corretiva	1 - AGÊNCIA   10 - DML. Disparo de sensor sem causa aparente.		1362000206001	GRPE-900022	Contratado	1362.00	IPUBI	TR-SALGUEIRO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	28/02/2023 08:55:10		S1		00206/2019	08/03/2023 15:35:00	REC	PE	
9520809	Manutenção Corretiva	Inconformidade Partição 4 - SAA Zona 05.		1264000206001	GRPE-900022	Contratado	1264.00	ALIANCA	TR-GOIANA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	28/02/2023 08:54:58		S1		00206/2019	10/03/2023 17:00:00	REC	PE	
9520795	Manutenção Corretiva	608, TAA INDISP P/SAQUE/CAIXA DE REJ CHEIA/VERIF DISPOS/72528/13/PROC/BRINKS/SOP-FORUM RECIFE/PE / 41 996852011	20234804001995	7419143322528	EQPT-071457	Contratado	4844.59	SOP-FORUM VAREJO	CAT-RECIFE	T-10 TAA TAAST SAQUE DEPOSITO TRASEIRO DIEBOLD CD4500ST 2014 C/ENTINTAMENTO		BANCO DO BRASIL S.A	00000000	Aberto	28/02/2023 08:24:36		13	4804	00119/2021	28/02/2023 09:30:00	REC	PE	
9520794	Manutenção Corretiva	608, 610, 611, 612, 613, 773, TAA INDISP P/SAQUE/CASSETE A,B,C,DINDISP/DESV 1 FORA DE POS/71530/13/PRT/PRES/CONAB / 41 996852011	20234804001994	7417193471530	EQPT-085660	Contratado	2889.01	CONAB-PE	CAT-RECIFE	T-10 TAA SAQUE FRONTAL PERTO COM ENTINTAMENTO TSF 2100 V 19		BANCO DO BRASIL S.A	00000000	Aberto	28/02/2023 08:22:32		13	4804	00119/2021	28/02/2023 09:30:00	REC	PE	
9520762	Manutenção Corretiva	FALHA DE ENERGIA (ALARME).		1059000206001	GRPE-900022	Contratado	1059.00	EXU	TR-SALGUEIRO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	28/02/2023 08:39:57		S1		00206/2019	03/03/2023 09:39:57	REC	PE	
9520740	Manutenção Corretiva	927-DISPOSITIVO NAO RESPONDE (TOUCH SCREEN);                     602-FALHA DE ALIMENTACAO DO CASSETE C (DISPENSADORA DE CEDULAS);N	20232219000015	7417163283335	EQPT-079049	Contratado	2219.91	SAA-JOAO ALFREDO	TR-LIMOEIRO	T-10 TAA TAAMC FULL TRASEIRO OKI ATM FULL 1502 MT001 2015 C/ENTINTAMENTO		BANCO DO BRASIL S.A	00000000	Aberto	28/02/2023 08:18:32		14		00119/2021	28/02/2023 09:30:00	REC	PE	
9520726	Instalação	Solicitação de ATOS-008419 para substituir câmera SAA após um tempo ligada apresenta falha na imagem, derivado do chamado 9504030   		1814000203000	GRPE-000038	Contratado	1814.00	SHOPPING TACARUNA	CAT-RECIFE	T-99 DOSI BB LEGADO		BANCO DO BRASIL S.A	00000000	Aberto	28/02/2023 08:26:48		1		00203/2020	03/04/2023 18:00:00	REC	PE	
9520725	Instalação	  Solicitação de ATOS-000029, derivado do chamado de manut corretiva 9453117		3924000206001	GRPE-900022	Contratado	3924.00	TAMANDARE	TR-RIBEIRAO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	28/02/2023 08:26:03		S1		00206/2019	11/04/2023 18:00:00	REC	PE	
9520688	Manutenção Corretiva	Sirene não funciona.		3258000206001	GRPE-900022	Contratado	3258.00	PRAIA DE BOA VIAGEM	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	28/02/2023 08:10:00		S1		00206/2019	06/03/2023 15:30:00	REC	PE	
9519964	Manutenção Corretiva	TERMINAL INDISPONIVEL PARA SAQUES E DEPOSITOS, OPERAAO FALHOU; PODEM HAVER C©DULAR PRESAS.N	20234012000006	7417183023647	EQPT-083401	Contratado	4012.91	SAA-S.JOAQUIM MONTE	TR-GRAVATA	T-10 TERMINAL RECICLADOR TAART DIEBOLD V17		BANCO DO BRASIL S.A	00000000	Aberto	27/02/2023 17:34:16		14		00119/2021	28/02/2023 09:30:00	REC	PE	
9519897	Manutenção Corretiva	CORREIAS SOLTAS. INDISPONIVEL P SAQUESN	20234844000587	7417161484714	EQPT-078245	Contratado	4844.05	SOP JABOA.GUARARAPES	CAT-RECIFE	T-10 TAA TAAST SAQUE TRASEIRO DIEBOLD CD-4500-235/237 2015 V15		BANCO DO BRASIL S.A	00000000	Aberto	27/02/2023 17:01:22		13		00119/2021	28/02/2023 09:30:00	REC	PE	
9519836	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		9705000206001	GRPE-900022	Contratado	9705.00	SERET SALGUEIRO	TR-SALGUEIRO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:21		S1		00206/2019	28/02/2023 17:23:21	REC	PE	
9519835	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		9704000206001	GRPE-900022	Contratado	9704.00	SERET GARANHUNS	TR-GARANHUNS	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:21		S1		00206/2019	28/02/2023 17:23:21	REC	PE	
9519834	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		9700000206001	GRPE-900022	Contratado	9700.00	SERET ARCOVERDE	TR-ARCOVERDE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:21		S1		00206/2019	28/02/2023 17:23:21	REC	PE	
9519802	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		9661000206001	GRPE-900022	Contratado	9661.00	SERET JUAZEIRO	TR-PETROLINA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:17		S1		00206/2019	28/02/2023 17:23:17	REC	BA	
9519762	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		9406000206001	GRPE-900022	Contratado	9406.00	VALORES RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:12		S1		00206/2019	28/02/2023 17:23:12	REC	PE	
9519717	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		8634000206001	GRPE-900022	Contratado	8634.00	ESTILO RECIFE ANTIGO	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:07		S1		00206/2019	28/02/2023 17:23:07	REC	PE	
9519716	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		8633000206001	GRPE-900022	Contratado	8633.00	ESTILO PARNAMIRIM	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:23:07		S1		00206/2019	28/02/2023 17:23:07	REC	PE	
9519630	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		8259000206001	GRPE-900022	Contratado	8259.00	S.JOSE COROA GRANDE	TR-RIBEIRAO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:22:56		S1		00206/2019	28/02/2023 17:22:56	REC	PE	
9519573	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		8074000206001	GRPE-900022	Contratado	8074.00	AV.DA INTEGRACAO	TR-PETROLINA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:22:49		S1		00206/2019	28/02/2023 17:22:49	REC	PE	
9519548	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		7420000206001	GRPE-900022	Contratado	7420.00	CESUP PLAT RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:22:46		S1		00206/2019	28/02/2023 17:22:46	REC	PE	
9519089	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		5898000206001	GRPE-900022	Contratado	5898.00	HELIOPOLIS	TR-GARANHUNS	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:46		S1		00206/2019	28/02/2023 17:21:46	REC	PE	
9519063	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		5816000206001	GRPE-900022	Contratado	5816.00	IPUTINGA	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:42		S1		00206/2019	28/02/2023 17:21:42	REC	PE	
9519025	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		5755000206001	GRPE-900022	Contratado	5755.00	ESTILO ILHA DO LEITE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:38		S1		00206/2019	28/02/2023 17:21:38	REC	PE	
9519021	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		5749000206001	GRPE-900022	Contratado	5749.00	RIO SAO FRANCISCO	TR-PETROLINA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:37		S1		00206/2019	28/02/2023 17:21:37	REC	BA	
9519019	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		5742000206001	GRPE-900022	Contratado	5742.00	SHOPPING DIFUSORA	TR-CARUARU	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:37		S1		00206/2019	28/02/2023 17:21:37	REC	PE	
9519018	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		5740000206001	GRPE-900022	Contratado	5740.00	ENCRUZILHADA	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:37		S1		00206/2019	28/02/2023 17:21:37	REC	PE	
9518836	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4997000206001	GRPE-900022	Contratado	4997.00	PRINCESA DO AGRESTE	TR-CARUARU	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:12		S1		00206/2019	28/02/2023 17:21:13	REC	PE	
9518824	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4930000206001	GRPE-900022	Contratado	4930.00	GECOR EST RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:11		S1		00206/2019	28/02/2023 17:21:11	REC	PE	
9518781	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4844920206001	GRPE-900022	Contratado	4844.92	PSO RECIFE N/MALOTE	TR-ARCOVERDE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:21:05		S1		00206/2019	28/02/2023 17:21:05	REC	PE	
9518664	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4637000206001	GRPE-900022	Contratado	4637.00	TORITAMA	TR-CARUARU	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:20:50		S1		00206/2019	28/02/2023 17:20:50	REC	PE	
9518651	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4623000206001	GRPE-900022	Contratado	4623.00	SOBRADINHO-BA	TR-PETROLINA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:20:48		S1		00206/2019	28/02/2023 17:20:48	REC	BA	
9518407	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4274000206001	GRPE-900022	Contratado	4274.00	MARIM DOS CAETES	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:20:15		S1		00206/2019	28/02/2023 17:20:15	REC	PE	
9518386	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4235000206001	GRPE-900022	Contratado	4235.00	FAB-2.COM A R	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:20:12		S1		00206/2019	28/02/2023 17:20:12	REC	PE	
9518298	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4119000206001	GRPE-900022	Contratado	4119.00	BUIQUE	TR-ARCOVERDE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:20:00		S1		00206/2019	28/02/2023 17:20:00	REC	PE	
9518297	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4118000206001	GRPE-900022	Contratado	4118.00	CAVALEIRO	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:20:00		S1		00206/2019	28/02/2023 17:20:00	REC	PE	
9518269	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4076000206001	GRPE-900022	Contratado	4076.00	SAO CAITANO	TR-CARUARU	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:57		S1		00206/2019	28/02/2023 17:19:57	REC	PE	
9518221	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		4012000206001	GRPE-900022	Contratado	4012.00	SAO JOAQUIM DO MONTE	TR-GRAVATA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:50		S1		00206/2019	28/02/2023 17:19:50	REC	PE	
9518146	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3924000206001	GRPE-900022	Contratado	3924.00	TAMANDARE	TR-RIBEIRAO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:41		S1		00206/2019	28/02/2023 17:19:41	REC	PE	
9518142	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3918000206001	GRPE-900022	Contratado	3918.00	LAGOA GRANDE	TR-PETROLINA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:41		S1		00206/2019	28/02/2023 17:19:41	REC	PE	
9518054	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3802000206001	GRPE-900022	Contratado	3802.00	TUPARETAMA	TR-CARNAIBA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:29		S1		00206/2019	28/02/2023 17:19:29	REC	PE	
9517985	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3699000206001	GRPE-900022	Contratado	3699.00	AV.DOMINGOS FERREIRA	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:20		S1		00206/2019	28/02/2023 17:19:20	REC	PE	
9517910	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3613200206001	GRPE-900022	Contratado	3613.20	FACHESF	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:11		S1		00206/2019	28/02/2023 17:19:11	REC	PE	
9517909	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3613000206001	GRPE-900022	Contratado	3613.00	CID.UNIVERSITARIA-PE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:11		S1		00206/2019	28/02/2023 17:19:11	REC	PE	
9517833	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3504000206001	GRPE-900022	Contratado	3504.00	CAMARAGIBE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:01		S1		00206/2019	28/02/2023 17:19:01	REC	PE	
9517832	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3503000206001	GRPE-900022	Contratado	3503.00	ABREU E LIMA	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:19:01		S1		00206/2019	28/02/2023 17:19:01	REC	PE	
9517788	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3434000206001	GRPE-900022	Contratado	3434.00	CORP BANK NORDESTE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:56		S1		00206/2019	28/02/2023 17:18:56	REC	PE	
9517659	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3258000206001	GRPE-900022	Contratado	3258.00	PRAIA DE BOA VIAGEM	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:39		S1		00206/2019	28/02/2023 17:18:39	REC	PE	
9517651	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3250000206001	GRPE-900022	Contratado	3250.00	SHOPPING RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:37		S1		00206/2019	28/02/2023 17:18:38	REC	PE	
9517646	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3243000206001	GRPE-900022	Contratado	3243.00	AGAMENON MAGALHAES	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:37		S1		00206/2019	28/02/2023 17:18:37	REC	PE	
9517645	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3242000206001	GRPE-900022	Contratado	3242.00	PREF.MUN.RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:37		S1		00206/2019	28/02/2023 17:18:37	REC	PE	
9517642	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3237000206001	GRPE-900022	Contratado	3237.00	ESTILO RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:36		S1		00206/2019	28/02/2023 17:18:36	REC	PE	
9517641	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3234000206001	GRPE-900022	Contratado	3234.00	SETOR PUBLICO PE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:36		S1		00206/2019	28/02/2023 17:18:36	REC	PE	
9517546	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3108010206001	GRPE-900022	Contratado	3108.01	TRE-PE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:23		S1		00206/2019	28/02/2023 17:18:23	REC	PE	
9517545	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		3108000206001	GRPE-900022	Contratado	3108.00	ESPINHEIRO	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:23		S1		00206/2019	28/02/2023 17:18:23	REC	PE	
9517457	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		2988000206001	GRPE-900022	Contratado	2988.00	SHOPPING GUARARAPES	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:12		S1		00206/2019	28/02/2023 17:18:12	REC	PE	
9517374	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		2889000206001	GRPE-900022	Contratado	2889.00	CEASA-RECIFE	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:18:02		S1		00206/2019	28/02/2023 17:18:02	REC	PE	
9517345	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		2855000206001	GRPE-900022	Contratado	2855.00	BELEM DE MARIA	TR-RIBEIRAO	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:17:58		S1		00206/2019	28/02/2023 17:17:58	REC	PE	
9517325	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		2830000206001	GRPE-900022	Contratado	2830.00	CURACA	TR-PETROLINA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:17:56		S1		00206/2019	28/02/2023 17:17:56	REC	BA	
9517309	Vistoria	#INVENTARIO DE ATIVOS DE SEGURANÇA BBTS - 1°SEMESTRE DE 2023.		2811000206001	GRPE-900022	Contratado	2811.00	CONSELHEIRO AGUIAR	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	27/02/2023 17:17:54		S1		00206/2019	28/02/2023 17:17:54	REC	PE	
